,A,D,AL,DL,B,ATTACK,DEFENSE,A_ROLLS,D_ROLLS
211505,4,4,2,2,0,"[6, 6, 2, 3]","[6, 4, 4, 3]",3,3
211506,4,4,2,1,1,"[5, 4, 6, 6]","[6, 5, 6, 2]",4,3
211507,4,4,0,3,1,"[6, 5, 6, 5]","[5, 4, 4, 4]",4,4
211508,4,4,2,2,0,"[6, 6, 4, 3]","[6, 5, 4, 3]",4,3
211509,4,4,1,3,0,"[6, 6, 6, 4]","[6, 3, 5, 2]",3,4
211510,4,4,2,1,1,"[6, 6, 4, 1]","[6, 6, 1, 6]",4,3
211511,4,4,2,2,0,"[5, 6, 3, 2]","[5, 3, 4, 1]",4,3
211512,4,4,3,1,0,"[5, 3, 6, 2]","[6, 6, 5, 5]",4,2
211513,4,4,1,1,2,"[5, 5, 2, 6]","[3, 5, 5, 2]",4,4
211514,4,4,2,1,1,"[5, 6, 6, 2]","[6, 4, 5, 6]",3,3
211515,4,4,3,0,1,"[4, 6, 3, 5]","[6, 6, 5, 6]",4,2
211516,4,4,1,1,2,"[4, 6, 6, 3]","[3, 6, 6, 5]",4,3
211517,4,4,1,3,0,"[6, 6, 1, 6]","[6, 4, 5, 5]",3,4
211518,4,4,0,1,3,"[6, 6, 6, 6]","[6, 4, 6, 6]",3,3
211519,4,4,3,1,0,"[6, 4, 4, 1]","[6, 6, 2, 1]",4,2
211520,4,4,2,1,1,"[4, 6, 6, 1]","[5, 2, 6, 2]",3,3
211521,4,4,2,1,1,"[4, 6, 6, 2]","[6, 4, 6, 3]",3,3
211522,4,4,2,2,0,"[6, 6, 4, 1]","[6, 5, 3, 3]",4,3
211523,4,4,2,1,1,"[5, 6, 6, 3]","[6, 5, 6, 3]",4,3
211524,4,4,3,1,0,"[5, 3, 6, 4]","[6, 6, 6, 3]",4,2
211525,4,4,2,2,0,"[5, 5, 4, 2]","[5, 4, 4, 1]",4,3
211526,4,4,3,1,0,"[5, 3, 3, 1]","[5, 5, 4, 4]",4,2
211527,4,4,2,2,0,"[6, 6, 5, 1]","[6, 5, 5, 4]",4,3
211528,4,4,2,2,0,"[6, 6, 4, 5]","[5, 6, 4, 3]",3,4
211529,4,4,1,1,2,"[5, 6, 4, 2]","[4, 4, 3, 5]",4,3
211530,4,4,1,2,1,"[6, 6, 6, 4]","[5, 6, 5, 4]",4,4
211531,4,4,2,2,0,"[6, 5, 4, 6]","[6, 5, 5, 5]",4,3
211532,4,4,1,1,2,"[4, 6, 3, 3]","[6, 3, 3, 3]",4,2
211533,4,4,3,0,1,"[5, 5, 6, 3]","[4, 6, 6, 6]",4,4
211534,4,4,3,0,1,"[5, 5, 4, 3]","[4, 5, 6, 5]",4,3
211535,4,4,1,3,0,"[6, 6, 6, 1]","[6, 4, 2, 2]",4,4
211536,4,4,2,2,0,"[6, 5, 6, 1]","[6, 5, 3, 1]",4,3
211537,4,4,1,1,2,"[6, 6, 6, 3]","[5, 6, 6, 2]",3,4
211538,4,4,2,1,1,"[2, 5, 5, 3]","[4, 4, 5, 3]",4,3
211539,4,4,1,1,2,"[6, 6, 3, 6]","[6, 3, 6, 6]",3,4
211540,4,4,3,1,0,"[3, 3, 6, 1]","[5, 5, 2, 2]",4,2
211541,4,4,3,1,0,"[5, 5, 3, 2]","[5, 3, 6, 1]",4,3
211542,4,4,1,2,1,"[6, 6, 6, 2]","[3, 5, 6, 2]",3,4
211543,4,4,4,0,0,"[3, 3, 4, 2]","[6, 5, 3, 4]",4,2
211544,4,4,1,1,2,"[6, 6, 4, 4]","[5, 4, 6, 4]",3,4
211545,4,4,1,1,2,"[5, 5, 5, 2]","[5, 5, 3, 5]",4,3
211546,4,4,2,1,1,"[6, 6, 4, 4]","[6, 6, 6, 5]",4,3
211547,4,4,2,1,1,"[6, 5, 5, 5]","[6, 6, 4, 5]",4,4
211548,4,4,1,2,1,"[6, 6, 6, 4]","[6, 6, 3, 3]",3,4
211549,4,4,2,0,2,"[6, 6, 2, 1]","[6, 4, 6, 6]",3,2
211550,4,4,1,1,2,"[5, 6, 6, 6]","[6, 6, 6, 2]",3,4
211551,4,4,3,1,0,"[4, 5, 6, 2]","[6, 4, 6, 2]",4,3
211552,4,4,3,0,1,"[4, 4, 6, 5]","[5, 6, 5, 6]",4,3
211553,4,4,1,1,2,"[6, 6, 6, 2]","[4, 6, 6, 4]",3,4
211554,4,4,2,1,1,"[6, 6, 3, 3]","[6, 4, 6, 1]",3,3
211555,4,4,2,1,1,"[5, 6, 6, 3]","[4, 6, 6, 3]",4,4
211556,4,4,2,2,0,"[6, 6, 4, 2]","[6, 3, 5, 5]",3,3
211557,4,4,1,3,0,"[6, 6, 6, 1]","[5, 3, 3, 2]",3,4
211558,4,4,0,2,2,"[5, 6, 6, 6]","[5, 6, 2, 5]",3,4
211559,4,4,1,2,1,"[6, 6, 4, 5]","[6, 4, 4, 2]",3,3
211560,4,4,2,0,2,"[3, 5, 5, 1]","[5, 4, 5, 5]",4,2
211561,4,4,1,2,1,"[5, 4, 2, 3]","[3, 3, 3, 3]",4,3
211562,4,4,2,2,0,"[6, 5, 6, 2]","[6, 5, 3, 4]",4,3
211563,4,4,2,1,1,"[4, 6, 6, 5]","[6, 6, 6, 4]",4,3
211564,4,4,3,1,0,"[5, 5, 6, 4]","[6, 6, 6, 5]",4,2
211565,4,4,1,2,1,"[6, 6, 3, 1]","[3, 3, 5, 4]",3,3
211566,4,4,2,2,0,"[5, 6, 5, 6]","[6, 3, 3, 6]",4,4
211567,4,4,1,3,0,"[6, 6, 5, 6]","[6, 4, 3, 1]",4,4
211568,4,4,2,1,1,"[4, 4, 5, 5]","[3, 6, 6, 4]",4,2
211569,4,4,1,0,3,"[6, 6, 6, 1]","[5, 6, 6, 6]",3,3
211570,4,4,0,1,3,"[6, 6, 6, 6]","[5, 6, 6, 6]",3,4
211571,4,4,2,1,1,"[5, 6, 2, 5]","[6, 6, 2, 2]",4,2
211572,4,4,2,1,1,"[4, 4, 5, 1]","[6, 4, 4, 3]",4,3
211573,4,4,2,2,0,"[4, 5, 6, 4]","[5, 5, 4, 3]",4,3
211574,4,4,2,2,0,"[4, 6, 6, 3]","[6, 6, 4, 1]",3,3
211575,4,4,3,1,0,"[6, 5, 3, 1]","[5, 3, 6, 5]",4,3
211576,4,4,1,2,1,"[6, 3, 5, 6]","[5, 5, 3, 1]",4,3
211577,4,4,3,0,1,"[5, 5, 4, 4]","[6, 6, 5, 4]",4,2
211578,4,4,2,2,0,"[6, 6, 5, 2]","[6, 5, 3, 4]",3,3
211579,4,4,4,0,0,"[5, 4, 5, 1]","[6, 3, 6, 6]",4,2
211580,4,4,1,1,2,"[5, 6, 3, 6]","[6, 3, 6, 5]",4,3
211581,4,4,1,1,2,"[4, 6, 6, 6]","[6, 6, 6, 3]",3,4
211582,4,4,1,3,0,"[6, 6, 6, 3]","[5, 5, 5, 1]",3,4
211583,4,4,3,0,1,"[5, 5, 3, 2]","[5, 2, 6, 6]",4,3
211584,4,4,0,2,2,"[6, 6, 6, 6]","[6, 6, 5, 1]",2,4
211585,4,4,3,1,0,"[4, 3, 6, 3]","[6, 4, 6, 3]",4,3
211586,4,4,2,1,1,"[6, 5, 6, 1]","[6, 6, 6, 5]",4,3
211587,4,4,2,1,1,"[5, 6, 6, 4]","[6, 5, 6, 4]",4,4
211588,4,4,1,1,2,"[5, 4, 5, 5]","[4, 5, 6, 3]",4,4
211589,4,4,1,1,2,"[6, 4, 5, 5]","[5, 5, 5, 4]",4,3
211590,4,4,2,2,0,"[4, 6, 6, 1]","[4, 6, 4, 1]",4,4
211591,4,4,1,3,0,"[6, 5, 6, 4]","[5, 4, 3, 4]",4,4
211592,4,4,1,2,1,"[6, 2, 5, 2]","[4, 2, 2, 4]",4,3
211593,4,4,3,0,1,"[4, 4, 5, 2]","[3, 6, 6, 4]",4,3
211594,4,4,1,3,0,"[6, 6, 5, 1]","[4, 4, 4, 4]",3,4
211595,4,4,2,2,0,"[6, 3, 2, 6]","[6, 6, 5, 1]",4,3
211596,4,4,2,0,2,"[6, 2, 3, 6]","[5, 4, 6, 6]",4,2
211597,4,4,2,0,2,"[4, 5, 2, 3]","[5, 4, 2, 5]",4,2
211598,4,4,1,1,2,"[5, 6, 6, 3]","[5, 5, 6, 4]",3,3
211599,4,4,0,0,4,"[6, 6, 6, 6]","[6, 6, 6, 6]",2,3
211600,4,4,2,2,0,"[6, 6, 5, 1]","[6, 5, 5, 3]",4,3
211601,4,4,3,0,1,"[5, 6, 5, 2]","[6, 3, 6, 6]",4,3
211602,4,4,1,2,1,"[6, 6, 4, 6]","[6, 6, 3, 1]",4,3
211603,4,4,1,2,1,"[6, 6, 5, 6]","[6, 6, 1, 2]",3,4
211604,4,4,4,0,0,"[5, 4, 2, 1]","[6, 6, 4, 2]",4,1
211605,4,4,1,1,2,"[6, 4, 3, 5]","[6, 3, 4, 2]",4,3
211606,4,4,2,0,2,"[5, 5, 2, 5]","[6, 5, 5, 5]",4,2
211607,4,4,1,2,1,"[4, 5, 6, 4]","[6, 4, 2, 3]",4,3
211608,4,4,2,1,1,"[3, 3, 6, 4]","[5, 4, 3, 5]",4,2
211609,4,4,3,1,0,"[3, 5, 2, 5]","[6, 5, 4, 4]",4,2
211610,4,4,2,0,2,"[5, 6, 6, 3]","[6, 4, 6, 6]",3,2
211611,4,4,2,2,0,"[4, 5, 4, 1]","[6, 4, 1, 1]",4,3
211612,4,4,1,1,2,"[5, 6, 6, 6]","[6, 6, 6, 4]",4,3
211613,4,4,2,1,1,"[6, 5, 3, 6]","[5, 6, 4, 6]",4,4
211614,4,4,2,2,0,"[6, 6, 5, 3]","[6, 6, 5, 5]",4,3
211615,4,4,3,0,1,"[4, 4, 3, 3]","[6, 5, 4, 3]",4,1
211616,4,4,2,1,1,"[5, 5, 6, 3]","[6, 5, 5, 1]",4,3
211617,4,4,1,2,1,"[5, 6, 6, 6]","[6, 6, 1, 4]",3,3
211618,4,4,2,2,0,"[6, 6, 2, 2]","[3, 3, 4, 1]",4,3
211619,4,4,1,1,2,"[6, 6, 6, 4]","[6, 6, 6, 4]",3,3
211620,4,4,1,3,0,"[6, 6, 6, 1]","[6, 5, 5, 4]",3,4
211621,4,4,2,1,1,"[5, 6, 5, 2]","[5, 5, 6, 4]",4,4
211622,4,4,2,2,0,"[5, 6, 6, 1]","[6, 5, 3, 4]",3,3
211623,4,4,3,1,0,"[5, 3, 3, 4]","[4, 4, 5, 4]",4,3
211624,4,4,1,2,1,"[6, 6, 6, 5]","[6, 6, 5, 1]",4,3
211625,4,4,4,0,0,"[4, 5, 4, 2]","[4, 6, 5, 5]",4,3
211626,4,4,2,1,1,"[6, 5, 4, 3]","[6, 4, 4, 2]",4,2
211627,4,4,3,0,1,"[3, 3, 5, 6]","[6, 5, 5, 6]",4,2
211628,4,4,3,1,0,"[6, 5, 3, 3]","[6, 5, 5, 2]",4,3
211629,4,4,1,3,0,"[5, 5, 6, 6]","[4, 3, 6, 4]",4,4
211630,4,4,2,2,0,"[6, 6, 3, 4]","[5, 5, 1, 4]",4,3
211631,4,4,0,3,1,"[6, 6, 6, 6]","[5, 4, 6, 2]",4,4
211632,4,4,2,1,1,"[6, 5, 5, 6]","[6, 6, 6, 4]",4,2
211633,4,4,1,1,2,"[6, 5, 6, 6]","[6, 4, 6, 6]",3,3
211634,4,4,2,0,2,"[3, 4, 5, 5]","[6, 6, 3, 4]",4,2
211635,4,4,1,1,2,"[5, 6, 6, 6]","[6, 6, 6, 5]",4,2
211636,4,4,2,2,0,"[5, 6, 6, 3]","[6, 6, 3, 5]",4,3
211637,4,4,1,2,1,"[6, 6, 1, 6]","[5, 4, 6, 5]",4,4
211638,4,4,0,1,3,"[6, 6, 5, 5]","[5, 5, 5, 6]",3,3
211639,4,4,2,2,0,"[6, 6, 4, 2]","[5, 5, 5, 1]",4,4
211640,4,4,2,0,2,"[6, 6, 3, 1]","[4, 3, 6, 6]",3,3
211641,4,4,2,2,0,"[5, 6, 5, 3]","[6, 4, 4, 1]",4,3
211642,4,4,1,3,0,"[5, 6, 6, 3]","[4, 4, 4, 1]",4,4
211643,4,4,1,1,2,"[6, 6, 6, 2]","[6, 4, 6, 6]",4,3
211644,4,4,2,1,1,"[3, 6, 5, 6]","[4, 6, 5, 6]",4,4
211645,4,4,3,0,1,"[3, 3, 4, 2]","[6, 5, 3, 3]",4,2
211646,4,4,2,0,2,"[4, 6, 2, 6]","[6, 6, 6, 6]",4,3
211647,4,4,1,2,1,"[6, 5, 6, 3]","[5, 3, 4, 5]",4,4
211648,4,4,2,1,1,"[5, 6, 3, 1]","[4, 3, 5, 3]",4,3
211649,4,4,2,2,0,"[6, 6, 2, 2]","[4, 4, 4, 5]",3,3
211650,4,4,1,1,2,"[6, 6, 3, 6]","[6, 6, 6, 5]",3,4
211651,4,4,3,1,0,"[5, 5, 4, 3]","[6, 5, 4, 2]",4,2
211652,4,4,1,1,2,"[4, 5, 6, 5]","[5, 5, 5, 5]",4,3
211653,4,4,0,3,1,"[6, 6, 6, 5]","[4, 5, 5, 5]",4,4
211654,4,4,2,1,1,"[5, 3, 3, 3]","[5, 3, 5, 4]",4,3
211655,4,4,3,1,0,"[6, 4, 4, 3]","[5, 4, 6, 5]",4,3
211656,4,4,1,2,1,"[6, 6, 4, 6]","[6, 6, 2, 4]",4,4
211657,4,4,2,1,1,"[4, 4, 6, 2]","[5, 5, 2, 2]",4,2
211658,4,4,2,2,0,"[6, 4, 6, 5]","[5, 3, 6, 4]",4,4
211659,4,4,3,1,0,"[4, 6, 3, 1]","[6, 5, 2, 5]",4,2
211660,4,4,0,2,2,"[6, 6, 6, 6]","[6, 6, 4, 1]",2,3
211661,4,4,2,0,2,"[4, 4, 2, 1]","[4, 1, 6, 4]",4,3
211662,4,4,1,1,2,"[6, 6, 3, 6]","[5, 4, 6, 6]",4,4
211663,4,4,0,3,1,"[6, 6, 6, 6]","[5, 6, 5, 1]",3,4
211664,4,4,1,1,2,"[4, 6, 4, 4]","[4, 4, 5, 5]",4,3
211665,4,4,2,1,1,"[6, 5, 4, 5]","[6, 5, 3, 5]",4,3
211666,4,4,0,3,1,"[5, 6, 6, 6]","[5, 5, 2, 2]",4,4
211667,4,4,2,2,0,"[4, 6, 6, 3]","[5, 5, 3, 2]",3,4
211668,4,4,1,2,1,"[6, 6, 5, 1]","[5, 4, 5, 5]",3,4
211669,4,4,3,0,1,"[5, 4, 4, 5]","[6, 5, 5, 5]",4,2
211670,4,4,2,1,1,"[5, 3, 5, 4]","[5, 5, 5, 2]",4,3
211671,4,4,1,3,0,"[6, 6, 3, 6]","[6, 4, 4, 1]",3,4
211672,4,4,3,1,0,"[6, 3, 2, 3]","[6, 6, 5, 4]",4,2
211673,4,4,4,0,0,"[5, 3, 4, 4]","[6, 5, 4, 6]",4,2
211674,4,4,2,0,2,"[4, 5, 5, 4]","[6, 4, 6, 4]",4,2
211675,4,4,3,1,0,"[3, 6, 4, 1]","[6, 6, 5, 5]",4,2
211676,4,4,0,3,1,"[6, 6, 5, 6]","[5, 3, 5, 4]",3,4
211677,4,4,2,0,2,"[4, 5, 6, 6]","[5, 6, 6, 6]",3,2
211678,4,4,1,3,0,"[6, 6, 6, 4]","[5, 3, 3, 5]",4,4
211679,4,4,0,2,2,"[6, 6, 6, 5]","[5, 3, 6, 1]",4,4
211680,4,4,3,1,0,"[6, 4, 4, 2]","[5, 5, 4, 1]",4,2
211681,4,4,1,2,1,"[6, 2, 4, 5]","[4, 4, 4, 2]",4,3
211682,4,4,3,1,0,"[4, 6, 3, 4]","[5, 5, 4, 5]",4,2
211683,4,4,1,1,2,"[6, 5, 4, 3]","[6, 3, 4, 2]",4,3
211684,4,4,2,2,0,"[6, 6, 3, 2]","[6, 4, 2, 3]",3,3
211685,4,4,3,1,0,"[4, 5, 6, 3]","[5, 4, 6, 2]",4,3
211686,4,4,1,3,0,"[6, 4, 6, 5]","[5, 4, 4, 1]",4,4
211687,4,4,2,2,0,"[4, 6, 5, 1]","[5, 4, 2, 4]",4,3
211688,4,4,1,2,1,"[6, 6, 6, 1]","[6, 6, 3, 4]",4,3
211689,4,4,3,1,0,"[4, 4, 2, 2]","[5, 4, 3, 2]",4,2
211690,4,4,2,2,0,"[5, 4, 6, 1]","[5, 2, 2, 2]",4,3
211691,4,4,3,1,0,"[4, 5, 3, 1]","[5, 4, 3, 2]",4,2
211692,4,4,1,3,0,"[3, 6, 6, 6]","[5, 2, 4, 1]",4,4
211693,4,4,3,1,0,"[5, 6, 4, 1]","[6, 6, 4, 3]",4,2
211694,4,4,1,3,0,"[6, 6, 6, 2]","[4, 5, 4, 3]",4,4
211695,4,4,3,1,0,"[6, 4, 2, 1]","[5, 2, 4, 1]",4,3
211696,4,4,2,0,2,"[6, 6, 4, 1]","[5, 5, 6, 6]",3,3
211697,4,4,2,2,0,"[5, 6, 6, 4]","[6, 6, 4, 2]",4,4
211698,4,4,1,2,1,"[6, 3, 6, 2]","[5, 2, 5, 5]",4,3
211699,4,4,2,2,0,"[6, 5, 6, 3]","[6, 4, 5, 5]",4,3
211700,4,4,3,0,1,"[6, 5, 2, 3]","[5, 3, 6, 6]",4,3
211701,4,4,3,1,0,"[4, 5, 6, 5]","[6, 5, 6, 1]",4,3
211702,4,4,2,0,2,"[6, 5, 6, 4]","[6, 6, 6, 6]",4,2
211703,4,4,2,2,0,"[6, 6, 5, 3]","[6, 4, 3, 2]",3,3
211704,4,4,1,2,1,"[6, 6, 6, 4]","[5, 6, 3, 1]",3,4
211705,4,4,1,2,1,"[4, 5, 6, 6]","[5, 5, 4, 4]",4,4
211706,4,4,1,3,0,"[6, 6, 5, 6]","[4, 6, 4, 1]",4,4
211707,4,4,3,0,1,"[4, 5, 3, 5]","[6, 6, 3, 5]",4,2
211708,4,4,3,1,0,"[6, 5, 3, 2]","[6, 5, 4, 3]",4,2
211709,4,4,0,2,2,"[6, 6, 6, 6]","[6, 6, 3, 3]",3,3
211710,4,4,3,1,0,"[5, 6, 5, 1]","[3, 6, 6, 2]",4,4
211711,4,4,2,1,1,"[5, 6, 4, 2]","[6, 4, 4, 3]",4,2
211712,4,4,2,2,0,"[6, 6, 2, 2]","[6, 6, 4, 4]",3,3
211713,4,4,4,0,0,"[5, 2, 5, 2]","[6, 6, 5, 3]",4,2
211714,4,4,3,1,0,"[6, 4, 3, 2]","[3, 6, 4, 4]",4,3
211715,4,4,0,4,0,"[6, 6, 6, 6]","[3, 5, 4, 5]",4,4
211716,4,4,3,1,0,"[6, 4, 5, 1]","[6, 6, 4, 4]",4,2
211717,4,4,1,3,0,"[6, 6, 5, 6]","[6, 2, 2, 4]",4,4
211718,4,4,1,3,0,"[6, 6, 4, 6]","[5, 2, 2, 3]",3,4
211719,4,4,2,1,1,"[6, 3, 3, 2]","[6, 4, 2, 5]",4,2
211720,4,4,3,1,0,"[5, 3, 4, 5]","[5, 5, 6, 3]",4,3
211721,4,4,1,1,2,"[5, 4, 3, 6]","[2, 6, 3, 4]",4,4
211722,4,4,1,3,0,"[6, 4, 6, 6]","[6, 4, 4, 1]",4,4
211723,4,4,3,1,0,"[5, 4, 1, 2]","[5, 5, 3, 1]",4,2
211724,4,4,0,1,3,"[6, 6, 5, 6]","[5, 6, 2, 6]",3,4
211725,4,4,2,2,0,"[6, 3, 6, 3]","[5, 5, 2, 3]",4,3
211726,4,4,1,2,1,"[6, 5, 4, 4]","[5, 4, 3, 4]",4,3
211727,4,4,3,0,1,"[4, 2, 2, 5]","[6, 4, 3, 4]",4,2
211728,4,4,2,1,1,"[4, 3, 4, 6]","[3, 6, 5, 5]",4,3
211729,4,4,3,1,0,"[5, 5, 4, 5]","[6, 6, 5, 4]",4,3
211730,4,4,2,1,1,"[6, 4, 6, 4]","[6, 5, 4, 6]",4,4
211731,4,4,2,1,1,"[6, 6, 3, 5]","[6, 6, 6, 1]",4,3
211732,4,4,2,1,1,"[6, 3, 6, 1]","[6, 3, 6, 1]",4,3
211733,4,4,2,2,0,"[6, 6, 1, 3]","[2, 5, 5, 2]",3,4
211734,4,4,2,0,2,"[5, 6, 4, 4]","[6, 5, 4, 6]",4,2
211735,4,4,1,1,2,"[6, 6, 6, 1]","[6, 6, 6, 4]",3,4
211736,4,4,2,2,0,"[6, 2, 6, 2]","[6, 5, 5, 3]",4,3
211737,4,4,2,1,1,"[5, 6, 5, 2]","[3, 6, 5, 4]",4,4
211738,4,4,1,2,1,"[5, 3, 5, 6]","[6, 3, 1, 2]",4,3
211739,4,4,1,2,1,"[6, 6, 6, 3]","[6, 5, 6, 5]",3,4
211740,4,4,3,0,1,"[5, 6, 4, 3]","[6, 5, 4, 6]",4,2
211741,4,4,3,0,1,"[5, 5, 2, 2]","[6, 4, 3, 5]",4,2
211742,4,4,2,1,1,"[6, 6, 4, 1]","[5, 4, 3, 6]",3,3
211743,4,4,0,4,0,"[6, 6, 6, 6]","[5, 5, 5, 1]",4,4
211744,4,4,2,1,1,"[5, 5, 6, 2]","[5, 5, 6, 3]",4,4
211745,4,4,3,1,0,"[6, 2, 3, 2]","[4, 3, 1, 4]",4,3
211746,4,4,1,2,1,"[6, 6, 6, 5]","[6, 5, 6, 4]",2,4
211747,4,4,3,1,0,"[5, 5, 5, 3]","[6, 6, 4, 1]",4,3
211748,4,4,1,3,0,"[6, 6, 6, 4]","[5, 2, 4, 2]",4,4
211749,4,4,1,2,1,"[6, 6, 6, 2]","[6, 6, 4, 3]",3,4
211750,4,4,2,1,1,"[6, 6, 4, 5]","[6, 6, 6, 4]",4,3
211751,4,4,1,1,2,"[5, 4, 5, 5]","[5, 5, 5, 1]",4,3
211752,4,4,2,2,0,"[6, 6, 3, 1]","[4, 2, 3, 3]",3,3
211753,4,4,1,1,2,"[6, 6, 3, 3]","[6, 3, 6, 3]",4,3
211754,4,4,4,0,0,"[5, 5, 5, 1]","[6, 6, 6, 5]",4,1
211755,4,4,2,2,0,"[6, 5, 4, 6]","[5, 6, 5, 5]",4,4
211756,4,4,2,2,0,"[6, 6, 5, 1]","[6, 6, 4, 5]",4,3
211757,4,4,2,1,1,"[4, 3, 6, 6]","[5, 4, 6, 4]",4,3
211758,4,4,2,0,2,"[5, 5, 5, 2]","[5, 6, 5, 5]",4,2
211759,4,4,2,1,1,"[5, 6, 3, 2]","[6, 4, 2, 4]",4,2
211760,4,4,2,2,0,"[6, 4, 6, 2]","[5, 4, 1, 5]",4,3
211761,4,4,0,1,3,"[6, 6, 6, 4]","[4, 6, 6, 3]",3,3
211762,4,4,2,1,1,"[5, 5, 4, 5]","[6, 6, 4, 2]",4,3
211763,4,4,2,2,0,"[3, 6, 6, 3]","[6, 5, 3, 4]",3,3
211764,4,4,2,2,0,"[5, 5, 5, 1]","[6, 2, 3, 4]",4,3
211765,4,4,4,0,0,"[5, 4, 5, 3]","[6, 6, 5, 5]",4,2
211766,4,4,1,2,1,"[5, 5, 6, 4]","[6, 4, 4, 2]",4,3
211767,4,4,1,2,1,"[4, 3, 6, 6]","[4, 4, 2, 2]",4,3
211768,4,4,1,1,2,"[4, 5, 6, 5]","[6, 4, 5, 5]",4,4
211769,4,4,2,1,1,"[6, 5, 4, 1]","[4, 5, 5, 1]",4,4
211770,4,4,2,2,0,"[6, 6, 1, 2]","[6, 6, 3, 1]",4,3
211771,4,4,1,2,1,"[6, 6, 5, 1]","[5, 5, 4, 5]",3,3
211772,4,4,1,1,2,"[6, 6, 5, 5]","[2, 5, 6, 6]",3,4
211773,4,4,2,1,1,"[6, 5, 4, 1]","[5, 4, 4, 5]",4,3
211774,4,4,1,1,2,"[6, 6, 5, 3]","[4, 5, 6, 2]",4,4
211775,4,4,1,2,1,"[5, 6, 6, 2]","[5, 5, 5, 2]",4,4
211776,4,4,1,2,1,"[6, 6, 6, 5]","[6, 5, 6, 3]",4,4
211777,4,4,0,2,2,"[6, 6, 6, 6]","[2, 6, 6, 4]",3,4
211778,4,4,2,1,1,"[6, 5, 2, 3]","[6, 3, 3, 4]",4,2
211779,4,4,2,1,1,"[6, 6, 4, 1]","[5, 5, 6, 1]",3,3
211780,4,4,3,1,0,"[4, 6, 5, 1]","[6, 5, 5, 4]",4,2
211781,4,4,4,0,0,"[5, 4, 3, 3]","[6, 4, 4, 6]",4,3
211782,4,4,3,1,0,"[2, 4, 6, 4]","[6, 4, 6, 5]",4,3
211783,4,4,3,0,1,"[3, 6, 5, 2]","[6, 6, 4, 6]",4,2
211784,4,4,1,1,2,"[5, 6, 5, 5]","[6, 5, 5, 2]",4,2
211785,4,4,2,2,0,"[6, 6, 5, 1]","[3, 6, 3, 1]",4,4
211786,4,4,2,1,1,"[6, 3, 5, 1]","[4, 3, 5, 2]",4,3
211787,4,4,2,0,2,"[5, 1, 5, 1]","[3, 3, 5, 5]",4,2
211788,4,4,3,1,0,"[3, 6, 2, 3]","[4, 4, 3, 1]",4,2
211789,4,4,2,0,2,"[5, 5, 5, 2]","[5, 5, 6, 5]",4,2
211790,4,4,3,0,1,"[4, 2, 5, 2]","[4, 3, 5, 5]",4,3
211791,4,4,2,1,1,"[5, 5, 3, 4]","[6, 4, 4, 4]",4,2
211792,4,4,2,0,2,"[5, 2, 6, 1]","[3, 2, 5, 6]",4,3
211793,4,4,3,1,0,"[5, 6, 2, 3]","[5, 4, 4, 6]",4,3
211794,4,4,2,1,1,"[6, 5, 3, 6]","[6, 6, 6, 3]",4,3
211795,4,4,2,1,1,"[6, 6, 1, 5]","[5, 6, 6, 2]",4,3
211796,4,4,4,0,0,"[4, 5, 2, 2]","[6, 5, 3, 3]",4,1
211797,4,4,3,1,0,"[6, 5, 4, 3]","[5, 4, 6, 1]",4,3
211798,4,4,2,2,0,"[6, 3, 4, 6]","[6, 5, 4, 3]",4,4
211799,4,4,2,1,1,"[4, 5, 6, 6]","[6, 5, 6, 3]",4,3
211800,4,4,3,1,0,"[6, 4, 4, 2]","[6, 5, 3, 3]",4,2
211801,4,4,1,1,2,"[5, 6, 3, 6]","[5, 5, 2, 6]",4,4
211802,4,4,3,1,0,"[6, 5, 1, 3]","[5, 2, 6, 2]",4,3
211803,4,4,3,0,1,"[5, 5, 4, 5]","[5, 6, 5, 6]",4,4
211804,4,4,1,3,0,"[6, 6, 6, 4]","[5, 3, 4, 3]",4,4
211805,4,4,3,1,0,"[4, 4, 5, 2]","[5, 5, 3, 3]",4,2
211806,4,4,2,2,0,"[3, 6, 6, 5]","[4, 6, 4, 1]",4,4
211807,4,4,2,2,0,"[6, 6, 5, 4]","[3, 6, 6, 5]",4,3
211808,4,4,2,1,1,"[5, 6, 4, 1]","[5, 5, 5, 4]",4,3
211809,4,4,1,2,1,"[5, 6, 6, 6]","[6, 6, 4, 2]",3,3
211810,4,4,1,3,0,"[6, 5, 6, 5]","[4, 4, 3, 6]",4,4
211811,4,4,0,2,2,"[4, 5, 6, 6]","[4, 5, 3, 5]",3,4
211812,4,4,3,1,0,"[6, 5, 3, 1]","[5, 2, 6, 1]",4,3
211813,4,4,3,1,0,"[5, 5, 2, 4]","[6, 5, 4, 1]",4,2
211814,4,4,4,0,0,"[5, 2, 5, 4]","[5, 5, 6, 6]",4,3
211815,4,4,2,1,1,"[6, 3, 5, 3]","[4, 3, 6, 3]",4,3
211816,4,4,2,2,0,"[4, 4, 5, 3]","[6, 5, 1, 2]",4,3
211817,4,4,2,1,1,"[5, 6, 4, 5]","[6, 5, 5, 1]",4,3
211818,4,4,2,0,2,"[2, 2, 4, 3]","[5, 5, 2, 2]",4,1
211819,4,4,2,2,0,"[6, 4, 6, 3]","[6, 5, 4, 2]",4,3
211820,4,4,1,1,2,"[5, 4, 3, 5]","[5, 3, 5, 3]",4,3
211821,4,4,3,1,0,"[6, 4, 4, 5]","[6, 6, 5, 1]",4,2
